   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.0349115e+00	   4.1074967e+01	   1.1196562e+02	   2.1013696e+02	   3.1781628e+02	   4.1990954e+02	   5.0774255e+02	   5.7837563e+02	   6.3249344e+02	   6.7250418e+02	   7.0129910e+02	   7.2159692e+02	   7.3567472e+02	   7.4531362e+02	   7.5184539e+02	   7.5623468e+02	   7.5916410e+02	   7.6110820e+02	   7.6239238e+02	   7.6323735e+02	   7.6379151e+02	   7.6415395e+02	   7.6439045e+02	   7.6454447e+02	   7.6464461e+02	   7.6470962e+02	   7.6475178e+02	   7.6477909e+02	   7.6479676e+02	   7.6480819e+02	   7.6481558e+02	   7.6482035e+02	   7.6482343e+02	   7.6482542e+02	   7.6482670e+02	   7.6482753e+02	   7.6482806e+02	   7.6482841e+02	   7.6482863e+02	   7.6482877e+02	   7.6482886e+02	   7.6482892e+02	   7.6482896e+02	   7.6482899e+02	   7.6482900e+02	   7.6482901e+02	   7.6482902e+02	   7.6482902e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	   7.6482903e+02	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.1290911e+00	   1.0906042e+01	   3.0323062e+01	   6.0258889e+01	   9.6716173e+01	   1.3454411e+02	   1.6962344e+02	   1.9962770e+02	   2.2380948e+02	   2.4244824e+02	   2.5633339e+02	   2.6640755e+02	   2.7356640e+02	   2.7857013e+02	   2.8202128e+02	   2.8437599e+02	   2.8596843e+02	   2.8703750e+02	   2.8775088e+02	   2.8822448e+02	   2.8853757e+02	   2.8874379e+02	   2.8887921e+02	   2.8896790e+02	   2.8902586e+02	   2.8906367e+02	   2.8908829e+02	   2.8910430e+02	   2.8911469e+02	   2.8912144e+02	   2.8912581e+02	   2.8912864e+02	   2.8913047e+02	   2.8913166e+02	   2.8913242e+02	   2.8913292e+02	   2.8913324e+02	   2.8913344e+02	   2.8913358e+02	   2.8913366e+02	   2.8913372e+02	   2.8913375e+02	   2.8913378e+02	   2.8913379e+02	   2.8913380e+02	   2.8913381e+02	   2.8913381e+02	   2.8913381e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	   2.8913382e+02	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.9403833e+01	   7.5365195e+01	   1.6500343e+02	   2.7128058e+02	   3.7655175e+02	   4.6938262e+02	   5.4504280e+02	   6.0339488e+02	   6.4663982e+02	   6.7775761e+02	   6.9965571e+02	   7.1480392e+02	   7.2514351e+02	   7.3212659e+02	   7.3680300e+02	   7.3991335e+02	   7.4197061e+02	   7.4332514e+02	   7.4421363e+02	   7.4479463e+02	   7.4517356e+02	   7.4542017e+02	   7.4558038e+02	   7.4568430e+02	   7.4575161e+02	   7.4579517e+02	   7.4582334e+02	   7.4584153e+02	   7.4585328e+02	   7.4586086e+02	   7.4586575e+02	   7.4586890e+02	   7.4587093e+02	   7.4587224e+02	   7.4587308e+02	   7.4587362e+02	   7.4587397e+02	   7.4587420e+02	   7.4587434e+02	   7.4587443e+02	   7.4587449e+02	   7.4587453e+02	   7.4587456e+02	   7.4587457e+02	   7.4587458e+02	   7.4587459e+02	   7.4587459e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	   7.4587460e+02	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   4.6567745e+00	   2.4173703e+01	   6.5802480e+01	   1.2634180e+02	   1.9551192e+02	   2.6304075e+02	   3.2229783e+02	   3.7055734e+02	   4.0780879e+02	   4.3545178e+02	   4.5536692e+02	   4.6939427e+02	   4.7910311e+02	   4.8573126e+02	   4.9020716e+02	   4.9320337e+02	   4.9519495e+02	   4.9651116e+02	   4.9737694e+02	   4.9794425e+02	   4.9831479e+02	   4.9855617e+02	   4.9871307e+02	   4.9881486e+02	   4.9888080e+02	   4.9892347e+02	   4.9895104e+02	   4.9896884e+02	   4.9898033e+02	   4.9898774e+02	   4.9899251e+02	   4.9899559e+02	   4.9899757e+02	   4.9899884e+02	   4.9899966e+02	   4.9900019e+02	   4.9900053e+02	   4.9900075e+02	   4.9900089e+02	   4.9900098e+02	   4.9900104e+02	   4.9900107e+02	   4.9900110e+02	   4.9900111e+02	   4.9900112e+02	   4.9900113e+02	   4.9900113e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	   4.9900114e+02	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.8365483e-02	   1.1710740e+01	   4.6408583e+01	   1.0308878e+02	   1.7147815e+02	   2.4047351e+02	   3.0247594e+02	   3.5396840e+02	   3.9440925e+02	   4.2490060e+02	   4.4719776e+02	   4.6312526e+02	   4.7429677e+02	   4.8201994e+02	   4.8729763e+02	   4.9087046e+02	   4.9327064e+02	   4.9487285e+02	   4.9593678e+02	   4.9664016e+02	   4.9710347e+02	   4.9740768e+02	   4.9760692e+02	   4.9773709e+02	   4.9782199e+02	   4.9787727e+02	   4.9791320e+02	   4.9793654e+02	   4.9795168e+02	   4.9796149e+02	   4.9796784e+02	   4.9797195e+02	   4.9797461e+02	   4.9797633e+02	   4.9797744e+02	   4.9797815e+02	   4.9797862e+02	   4.9797891e+02	   4.9797911e+02	   4.9797923e+02	   4.9797931e+02	   4.9797936e+02	   4.9797940e+02	   4.9797942e+02	   4.9797943e+02	   4.9797944e+02	   4.9797945e+02	   4.9797945e+02	   4.9797945e+02	   4.9797945e+02	   4.9797945e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	   4.9797946e+02	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.1994362e+00	   1.3818990e+01	   4.0215854e+01	   7.9611528e+01	   1.2559637e+02	   1.7144091e+02	   2.1250326e+02	   2.4660621e+02	   2.7341833e+02	   2.9365700e+02	   3.0846944e+02	   3.1905549e+02	   3.2648142e+02	   3.3161420e+02	   3.3512018e+02	   3.3749213e+02	   3.3908432e+02	   3.4014623e+02	   3.4085070e+02	   3.4131596e+02	   3.4162211e+02	   3.4182292e+02	   3.4195428e+02	   3.4204003e+02	   3.4209590e+02	   3.4213223e+02	   3.4215583e+02	   3.4217114e+02	   3.4218106e+02	   3.4218749e+02	   3.4219164e+02	   3.4219433e+02	   3.4219607e+02	   3.4219719e+02	   3.4219791e+02	   3.4219838e+02	   3.4219868e+02	   3.4219887e+02	   3.4219900e+02	   3.4219908e+02	   3.4219913e+02	   3.4219917e+02	   3.4219919e+02	   3.4219920e+02	   3.4219921e+02	   3.4219922e+02	   3.4219922e+02	   3.4219922e+02	   3.4219922e+02	   3.4219922e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	   3.4219923e+02	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   5.4632957e+00	   4.4684726e+01	   1.3142398e+02	   2.5172929e+02	   3.8184996e+02	   5.0298163e+02	   6.0520627e+02	   6.8586594e+02	   7.4655330e+02	   7.9066212e+02	   8.2190745e+02	   8.4361314e+02	   8.5846662e+02	   8.6851211e+02	   8.7524294e+02	   8.7971934e+02	   8.8267860e+02	   8.8462537e+02	   8.8590098e+02	   8.8673407e+02	   8.8727670e+02	   8.8762935e+02	   8.8785810e+02	   8.8800626e+02	   8.8810210e+02	   8.8816402e+02	   8.8820400e+02	   8.8822979e+02	   8.8824642e+02	   8.8825713e+02	   8.8826403e+02	   8.8826847e+02	   8.8827134e+02	   8.8827318e+02	   8.8827436e+02	   8.8827512e+02	   8.8827561e+02	   8.8827593e+02	   8.8827613e+02	   8.8827626e+02	   8.8827634e+02	   8.8827640e+02	   8.8827643e+02	   8.8827645e+02	   8.8827647e+02	   8.8827648e+02	   8.8827648e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	   8.8827649e+02	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.8365483e-02	   9.7663217e+00	   4.0815891e+01	   9.4753738e+01	   1.6320396e+02	   2.3502598e+02	   3.0148907e+02	   3.5785528e+02	   4.0275999e+02	   4.3692707e+02	   4.6204386e+02	   4.8002889e+02	   4.9264790e+02	   5.0136174e+02	   5.0730324e+02	   5.1131352e+02	   5.1399820e+02	   5.1578350e+02	   5.1696421e+02	   5.1774157e+02	   5.1825146e+02	   5.1858487e+02	   5.1880231e+02	   5.1894381e+02	   5.1903573e+02	   5.1909534e+02	   5.1913396e+02	   5.1915894e+02	   5.1917509e+02	   5.1918552e+02	   5.1919226e+02	   5.1919660e+02	   5.1919940e+02	   5.1920121e+02	   5.1920237e+02	   5.1920312e+02	   5.1920360e+02	   5.1920392e+02	   5.1920412e+02	   5.1920424e+02	   5.1920433e+02	   5.1920438e+02	   5.1920441e+02	   5.1920444e+02	   5.1920445e+02	   5.1920446e+02	   5.1920447e+02	   5.1920447e+02	   5.1920447e+02	   5.1920447e+02	   5.1920447e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	   5.1920448e+02	
   8.3603837e+06	   1.0305961e+07	   1.1414915e+07	   1.1964890e+07	   1.2259039e+07	   1.2422969e+07	   1.2517044e+07	   1.2572200e+07	   1.2605067e+07	   1.2624902e+07	   1.2636994e+07	   1.2644426e+07	   1.2649024e+07	   1.2651885e+07	   1.2653674e+07	   1.2654796e+07	   1.2655503e+07	   1.2655949e+07	   1.2656232e+07	   1.2656411e+07	   1.2656525e+07	   1.2656597e+07	   1.2656644e+07	   1.2656673e+07	   1.2656692e+07	   1.2656704e+07	   1.2656712e+07	   1.2656717e+07	   1.2656720e+07	   1.2656722e+07	   1.2656723e+07	   1.2656724e+07	   1.2656725e+07	   1.2656725e+07	   1.2656725e+07	   1.2656725e+07	   1.2656725e+07	   1.2656725e+07	   1.2656725e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	   1.2656726e+07	
   0.0000000e+00	   0.0000000e+00	   1.9349787e-01	   4.8018363e+00	   3.0422740e+01	   8.5009269e+01	   1.5854456e+02	   2.3604002e+02	   3.0679226e+02	   3.6579451e+02	   4.1209552e+02	   4.4690627e+02	   4.7227146e+02	   4.9032354e+02	   5.0293988e+02	   5.1163261e+02	   5.1755444e+02	   5.2155193e+02	   5.2423041e+02	   5.2601415e+02	   5.2719605e+02	   5.2797587e+02	   5.2848859e+02	   5.2882469e+02	   5.2904446e+02	   5.2918786e+02	   5.2928125e+02	   5.2934199e+02	   5.2938143e+02	   5.2940701e+02	   5.2942359e+02	   5.2943433e+02	   5.2944127e+02	   5.2944576e+02	   5.2944867e+02	   5.2945054e+02	   5.2945175e+02	   5.2945253e+02	   5.2945304e+02	   5.2945336e+02	   5.2945357e+02	   5.2945371e+02	   5.2945379e+02	   5.2945385e+02	   5.2945389e+02	   5.2945391e+02	   5.2945392e+02	   5.2945393e+02	   5.2945394e+02	   5.2945394e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	   5.2945395e+02	
